KEY,Korean,English,English_for_Translate,Japanese,ChineseSimplified,ChineseTraditional,Spanish_Google,Spanish,
USE,사용하기,USE,USE,使用する,使用,使用,UTILIZAR,UTILIZAR,
,,,,,,,,,
Dropport,드랍포트,Dropport,Dropport,ドロップポート,撤销端口,撤銷端口,Dropport,Dropport,
Dropport_WORD,디아블로 사냥꾼의 도전 시간을 초기화한다.\n희귀자원 가스를 획득 할 수 있다,Return to hellgate\nGain rare Gas on returning,Restart Diablo Hunter Mission Time\n Gain rare Gas on returning,ディアブロハンターの挑戦時間を初期化する。\n希少資源ガスを獲得することができる,重新启动暗黑猎手任务的时间\n增益在返回稀有气体,重新啟動暗黑獵手任務的時間\n增益在返回稀有氣體,Volver a empezar Diablo Hunter Duración de servicio \n ganancia gas raro al volver,Reiniciar Diablo Hunter Duración de servicio\nGanar gas raro al volver,
DROPPORT_WORD_MAIN,"디아블로 사냥꾼의 도전 시간을 초기화한다.\n\n[FFA83A]스테이지 1로 돌아가고 바주카와 유닛,스킬LV이 초기화 되지만\n[FFA83A]희귀자원인 가스를 획득해 강력한 유물을 제작할 수 있습니다[-]","Return to hellgate \n\n[FFA83A]Launcher LV, Unit LV, Skill LV is all reset\n[FFA83A] Gain rare Gas on returning and allow to create Special Relics[-]","Restart Diablo Hunter Mission Time\n\n[FFA83A]Launcher LV, Unit LV, Skill LV is all reset\n[FFA83A] Gain rare Gas on returning and allow to create Special Relics[-]",地獄の入り口に戻る\n \n [FFA83A]バズーカLVとユニットLV、スキルLVがすべて初期化されますが、\n [FFA83A]希少資源であるガスを獲得して、\n強力なアーティファクトを作成することができます[-],重新启动暗黑猎手任务的时间\n \n [FFA83A]启动LV，LV单位，技能LV是所有复位\n [FFA83A]增益在返回稀有气体和允许创建特殊文物[-],重新啟動暗黑獵手任務的時間\n \n [FFA83A]啟動LV，LV單位，技能LV是所有復位\n [FFA83A]增益在返回稀有氣體和允許創建特殊文物[-],"Reiniciar Diablo Hunter Misión Tiempo \n \n [FFA83A] Lanzador de LV, LV Unidad, LV La habilidad es all reset \n [FFA83A] Ganancia de gas raro en regresar y permitir crear reliquias especiales [-]","Reiniciar Diablo Hunter Misión Tiempo\n\n[FFA83A] Lanzador LV, Unidad LV y Habilidad LV son todo reajuste\n[FFA83A] Ganar gas raro al volver y permitirá crear reliquias especiales [-]",
GAS_DOUBLE,고급 워프,Super Warp,Super Warp,高級ワープ,超扭曲,超扭曲,súper Warp,súper Warp,
SUPERDROPPRT,고급 워프는 현재 스테이지가 그대로 유지됩니다,Super Warp keeps current stage,Super Warp keeps current stage,高級ワープは、現在のステージがそのまま維持されます,超级扭曲保持当前阶段,超級扭曲保持當前階段,Súper Warp mantiene etapa actual,Súper Warp mantiene etapa actual,
DROP_PORT_CON_0,이동거리,Distance,Distance,移動距離,距离,距離,Distancia,Distancia,
DROP_PORT_CON_1,유닛레벨,Unit LV,Unit LV,ユニットレベル,单位LV,單位LV,unidad LV,unidad LV,
DROP_PORT_CON_2,유물효과,Relic Bonus,Relic Bonus,遺物の効果,遗物奖金,遺物獎金,Bono Relic,Efecto Reliquia,
DROP_PORT_CON_3,총 가스,Total Gas,Total Gas,総ガス,道达尔天然气,道達爾天然氣,total Gas,total Gas,
DROP_CALL,워프,Warp,Warp,ワープ,经,經,Warp,Warp,
DROP_STAGE,스테이지 250부터\n사용가능,Unlocked at\n STAGE 250,Unlocked at\n STAGE 250,ステージ250から\n使用可能,在\n分期250解锁,在\n分期250解鎖,Desbloqueado en \n ETAPA 250,Desbloqueado desde \netapa 250,*
,,,,,,,,,
EQUIP_BUFF,장착 효과,Equip Effect,Equip Effect,装着効果,装备效果,裝備效果,equipar Efecto,Efecto de equipar,
POSSEEION_BUFF,보유 효과,Passive Effect,Passive Effect,保有効果,被动效果,被動效果,Efecto pasiva,Efecto pasivo,
NEW_MISSILE,새로운 미사일 획득,Unlocked New Missile,Unlocked New Missile,新しいミサイル獲得,解锁新的导弹,解鎖新的導彈,Desbloqueado nuevo misil,Desbloqueado misil nuevo,
BAZUKA_SKILL,바주카 구매시 사용가능한 스킬,Usable Skill when Lanucher purchased,Usable Skill when Lanucher purchased,バズーカのお買い上げ使用可能なスキル,当Lanucher购买使用技巧,當Lanucher購買使用技巧,Habilidad utilizables cuando compró Lanucher,Habilidad utilizables cuando compra Lanzador,
GET_HELLSTONE_BOX,지옥석 상자 획득,Gained Hellstone Crate,Gained Hellstone Crate,地獄席ボックス獲得,获得地狱石木箱,獲得地獄石木箱,Ganado cajón piedra Infierno,Ganado caja de piedra Infierno,
TIME_END,제한시간 만료!,Time over!,Time over!,制限時間の有効期限！,时间过！,時間過！,¡Se acabó el tiempo!,¡Se acabó el tiempo!,
FIVEMORE,15초만 더,15 More\nSeconds,15 More Seconds,15秒以上,15秒以上,15秒以上,Más de 15 segundos,15 segundos\nMás,
STONE_REWARD,획득한 내용물,Content gained,Content gained,獲得した内容,内容获得,內容獲得,contenido ganó,contenido ganado,
STOPHERE,포기하기,Give up,Give up,放棄する,放弃,放棄,Rendirse,Rendirse,
,,,,,,,,,
IMPOSSILBE_BUY,구매할 수 없는 상황,Unable to Buy,Unable to Buy,購入することができない状況,无法购买,無法購買,No es posible comprar,No puede comprar,
NEED_LAST_UNIT,모선을 영입한 이후 가능,Available after hiring Mothership,Available after hiring Mothership,母船を迎え入れた後、可能,招聘母舰后可用,招聘母艦後可用,Disponible después de contratar nodriza,Disponible después de contratar barco madre,
WIFI_PLS,무언가 알 수 없는 문제로 결제에 실패했습니다.\n인터넷환경을 확인해보세요,Failed purchase caused by unknown problem.\n Please Check Internet,Failed purchase caused by unknown problem.\n Please Check Internet,何か未知の問題で決済に失敗しました。\nインターネット環境をご確認ください,购买失败所造成的未知问题。\n请检查上网,購買失敗所造成的未知問題。 \n請檢查上網,compra fallado causado por un problema desconocido. \n Por favor marque internet,No puede comprar por un problema desconocido. \n Por favor marque internet,
PAID_FAIL,결제 실패,Purchase Failed,Purchase Failed,支払いの不承認,购买失败,購買失敗,La compra falló,No Puede pagar,
,,,,,,,,,
BAZUKA,바주카,Launcher,Launcher,バズーカ,发射台,發射台,Lanzacohetes,Lanzacohetes,
MARINE,마린,Marine,Marine,マリン,海洋,海洋,Marina,Marina,
DUNGEON,던전,Dungeon,Dungeon,ダンジョン,地下城,地下城,Mazmorra,Mazmorra,
ARTIFACT,유물,Artifact,Artifact,遺物,神器,神器,Artefacto,Artefacto,
SHOP,상점,Store,Store,店,商店,商店,Almacenar,Tienda,
BAZUKA_MENU,바주카,LAUNCHER,LAUNCHER,バズーカ,发射台,發射台,LANZACOHETES,LANZA\nCOHETES,
MISSILE_MENU,미사일,MISSILE,MISSILE,ミサイル,导弹,導彈,MISIL,MISIL,
MARINE_MENU,마린,MARINE,MARINE,マリン,海洋,海洋,MARINA,MARINA,
DUNGEON_MENU,던전,DUNGEON,DUNGEON,ダンジョン,地下城,地下城,MAZMORRA,MAZMORRA,
ARTIFACT_MENU,유물,ARTIFACT,ARTIFACT,遺物,神器,神器,ARTEFACTO,ARTEFACTO,
SHOP_MENU,상점,STORE,STORE,店,商店,商店,ALMACENAR,TIENDA,
,,,,,,,,,
REST_MINERAL_WORD,게임을 방치해둔 동안\n마린들이 미네랄을 수집했다,While you were outside \n Marines harvested Minerals,While you were outside \n Marines harvested Minerals,ゲームを放置しておいた中\nマリンがミネラルを収集した,当你在外面\n陆战队收获矿产,當你在外面\n陸戰隊收穫礦產,Mientras estabas fuera \n marines cosecharon Minerales,Mientras estabas fuera \n marines recogieron Minerales,
REST_MINERAL_ANSWER_A,수거하기,Collect,Collect,回収する,搜集,蒐集,Recoger,Recoger,
REST_MINERAL_ANSWER_B,2배 획득,Collect\nDouble,Collect Double,2倍獲得,收集双,收集雙,recoger doble,Recoger\nDoble,
,,,,,,,,,
HELL_DUNGEON_WORD,지옥석을 파밍할 수 있는\n지옥 골렘들의 서식지,Hell Golem's Lair\nto farm Hellstone,Hell Golem's Lair \n to farm Hellstone,地獄席をファーすることができる\n地獄ゴーレムの生息地,地狱傀儡的巢穴/\n种田地狱石,地獄傀儡的巢穴\n種田地獄石,La Cueva del Infierno Golem\npara la explotación de piedra Infierno,La Cueva del Infierno Golem\npara la explotación de piedra Infierno,
,,,,,,,,,
DIABLO_EXPLAIN_A,,,,,,,,,
,,,,,,,,,
TAPTOSTART,눌러서 시작하기,TAP TO START,TAP TO START,押し始める,轻按以START,輕按以START,Toque para iniciar,Toque para iniciar,
,,,,,,,,,
REVIEW_ASK,제발...,Plz...,Plz...,ください...,请...,請...,Por favor...,Por favor...,
REVIEW_A,리뷰와 별점을 남겨주실...?,Review or Star?,Review or Star?,レビューと評価を残すいただけ...？,查看或明星？,查看或明星？,Revisar o estrella?,Revisar o estrella?,
REVIEW_B,흔쾌히 남기기,Give,Give,快く残す,给,給,Dar,Dar,
REVIEW_C,필요없어!,Neverrrr!,Neverrrr!,いらない！,决不！,決不！,¡Nunca!,¡Nuncaaaaa!,
,,,,,,,,,
PLAYER_CHAT_000,별거 없군,It's Nothing,It's Nothing,分離を養う,没什么,沒什麼,No es nada,No es nada,
PLAYER_CHAT_001,뚝배기를 깰 시간이군,Time to break skull,Time to break skull,土鍋を破る時間だな,一次打破头骨,一次打破頭骨,Es hora de romper el cráneo,Es hora de romper el cráneo,
PLAYER_CHAT_002,청소를 시작한다,Termination Begins,Termination Begins,クリーニングを開始する,开始终止,開始終止,Comienza la terminación,Comienza la terminación,
PLAYER_CHAT_003,마린 업그레이드는 생명이다,Marine Upgrade is the key,Marine Upgrade is the key,マリンアップグレードは重大である,海洋升级是关键,海洋升級是關鍵,Actualización marina es la clave,Actualización marina es la clave,
PLAYER_CHAT_004,주거 주거 주거어,Die Die Die,Die Die Die,ダイダイダイ,死死死,死死死,Muere muere muere,Muere muere muere,
PLAYER_CHAT_005,착한 악마는 죽은 악마뿐이다,Good Demons are Dead Demons,Good Demons are Dead Demons,優しい悪魔は死んだ悪魔だけだ,良好的魔鬼是死的魔鬼,良好的魔鬼是死的魔鬼,Los demonios son buenos demonios muertos,Los demonios buenos son demonios muertos,
PLAYER_CHAT_006,죽어라 이 벌레들아,"Die, Insects","Die, Insects",ダイが虫よ,模，昆虫,模，昆蟲,"Die, Insectos","Muere, Insectos",
PLAYER_CHAT_007,디아블로... 죽인다...,Diablo...Must...Die,Diablo...Must...Die,ディアブロ...殺す...,暗黑破坏神... ...必须死,暗黑破壞神... ...必須死,Diablo ... Debe ... Die,Diablo ... Debe … Morir,
PLAYER_CHAT_008,좋은 미사일만 살아남는다,Only advanced missile will survive,Only advanced missile will survive,良いミサイルだけ生き残る,只有先进的导弹将生存,只有先進的導彈將生存,Sólo avanzados de misiles sobrevivirá,Sólo avanzados de misiles sobrevivirá,
PLAYER_CHAT_009,지옥으로 가즈아ㅏㅏ,Hell is nearrr...,Hell is nearrr...,地獄に行こう,地狱附近,地獄附近,El infierno está cerca,El infierno está cerca,
,,,,,,,,,
FAIRY_URANIUM,요정어미는 우라늄을 떨어트렸다,Queen Fairy Dropped Uranium,Queen Fairy Dropped Uranium,妖精母はウランを落としてしまった,女王童话掉落铀,女王童話掉落鈾,Reina de las Hadas Abandonado uranio,Reina de las Hadas Abandonado uranio,
IAP_THANKYOU,구매해주셔서 감사합니다!,Thanks for purchasing!,Thanks for purchasing!,購入いただきありがとうございます！,感谢您购买！,感謝您購買！,Gracias por su compra!,Gracias por su compra!,
FIN_BUY,구매 완료,Purchase complete,Purchase complete,購入完了,购买完成,購買完成,Compra Completada,Compra Completada,
,,,,,,,,,
PACK_A_WORD_000,부스터와 우라늄으로 가득한\n효율적인 패키지,Efficent Package with\nBoosters and Uranium,Efficient Package with Boosters and Uranium,ブースターとウランに満ち\n効率的なパッケージ,高效的包装与助推器和铀,高效的包裝與助推器和鈾,El paquete eficiente con dosis de refuerzo y uranio,"El paquete eficiente de
 refuerzo y uranio",
PACK_A_WORD_001,레이져 락온\nX 50,Laser Lock\nX 50,Laser Lock\n X 50,ロックオン券X 50,激光锁定\n×50,激光鎖定\n×50,Laser Lock \n X 50,Laser Lock\nX 50,
PACK_A_WORD_002,미네랄 광산\nX 50,Mineral Mine\nX 50,Mineral Mine\n X 50,ミネラル券X 50,矿产矿山\n×50,礦產礦山\n×50,Mineral Mina \n X 50,Mina de mineral\nX 50,
PACK_A_WORD_003,우라늄\n500,Uranium\n700,Uranium\n500,ウラン\n500,铀\n500,鈾\n500,El uranio \n500,El uranio\n500,
,,,,,,,,,
PACK_B_WORD_000,[워커맨더] 2초마다\n미사일을 3발씩 자동 발사한다,[War Commander]\nFire 3 Missiles every 2 sec,[War Commander]\n Fire 3 Missiles every 2 sec,[ウォーコマンダー] 2秒ごとに\nミサイルを3発ずつ自動発射する,[指揮官] \n上火箭3每2秒,[指挥官] \n上火箭3每2秒,[Comandante Paquete] \n Fuego 3 misiles cada 2 s,[Comandante] \n Dispara 3 misiles cada 2 segundos,
PACK_B_WORD_001,응징자 스킬,Punisher Skill,Punisher Skill,報復者スキル,惩罚者技能,懲罰者技能,Habilidad Punisher,Habilidad Punisher,
PACK_B_WORD_002,감염된 상자\nX 3,Infected Chest\nX 3,Infected Chest\nX 3,感染したボックス\nX 3,胸部感染\nX 3,胸部感染\nX 3,pecho infectado X 3,pecho infectado\nX 3,
PACK_B_WORD_003,"우라늄\n1,500","Uranium\n1,500","Uranium\n1,500","ウラン\n1,500","铀\n1,500","鈾\n1,500","El uranio \n1,500","El uranio\n1,500",
,,,,,,,,,
PACK_C_WORD_000,[둠슬레이어] 2초마다\n미사일을 5발씩 자동 발사한다,[Doomslayer]\nFire 5 Missiles every 2 sec,[Doomslayer]\n Fire 5 Missiles every 2 sec,[運命 人殺し] 2秒ごとに\nミサイルを5発ずつ自動発射する,[厄運殺手] \n上火箭5每2秒,[厄运杀手] \n上火箭5每2秒,[Condenar Asesino] \n fuego 5 misiles cada 2 s,[Condenar Asesino] \n dispara 5 misiles cada 2 segundos,
PACK_C_WORD_001,퀘스트 슬롯 +1,Quest Slot +1,Quest Slot +1,クエストスロット+1,探秘插槽+1,探秘插槽+1,Ranura de Quest 1,Ranura de\nbúsqueda+ 1,
PACK_C_WORD_002,뼈 상자\nX 3,Bone Chest\nX 3,Bone Chest X 3,骨箱\nX 3,骨胸\nX 3,骨胸\nX 3,hueso del pecho X 3,pecho del hueso\nX 3,
PACK_C_WORD_003,"우라늄\n8,000","Uranium\n8,000","Uranium\n8,000","ウラン\n8,000","铀\n8,000","鈾\n8,000","El uranio \n8,000","El uranio\n8,000",
,,,,,,,,,
PACK_D_WORD_000,[아포칼립스] 2초마다\n미사일을 7발씩 자동 발사한다,[Apocalypse]\nFire 7 Missiles every 2 sec,[Apocalypse]\n Fire 7 Missiles every 2 sec,[黙示録] 2秒ごとに\nミサイルを7発ずつ自動発射する,[啟示錄] \n上火箭7每2秒,[启示录] \n上火箭7每2秒,[Apocalipsis] \n fuego 7 misiles cada 2 s,[Apocalipsis] \n dispara 7 misiles cada 2 segundos,
PACK_D_WORD_001,광고를 찢어발김!,AD Devoured!,AD Devoured!,広告完全除去!,AD狼吞虎咽！,AD狼吞虎咽！,AD Devorado!,AD Devorado!,
PACK_D_WORD_002,고대 상자\nX 3,Ancient Chest\nX 3,Ancient Chest\nX 3,古代ボックス\nX 3,古代胸部 X 3,古代胸部 X 3,pecho antiguo X 3,pecho antiguo\nX 3,
PACK_D_WORD_003,"우라늄\n20,000","Uranium\n20,000","Uranium\n20,000","ウラン\n20,000","铀\n20,000","鈾\n20,000","El uranio \n20,000","El uranio\n20,000",
,,,,,,,,,
TUTO_000,미네랄을 이용해 바주카를 강화하라,Upgrade Launcher with Minerals,Upgrade Launcher with Minerals,ミネラルを利用してバズーカを強化せよ,升级启动与矿物质,升級啟動與礦物質,Actualizar Launcher con Minerales,Actualiza Lanzador por Minerales,
TUTO_001,바주카를 강화하면 대미지가 증가한다,Upgrading Launcher will increase Dmg,Upgrading Launcher will increase damage,バズーカを強化するとダメージが増加する,升级启动会增加伤害,升級啟動會增加傷害,Actualizar el Lanzador de aumentar el daño,Actualizar Lanzador aumenta el daño,
TUTO_002,미네랄을 이용해 강력한 스킬을 배워보자,Learn Skill with Minerals,Learn Skill with Minerals,ミネラルを利用して強力なスキルを学んでみよう,了解与矿物质技能,了解與礦物質技能,Aprender Habilidad con minerales,Aprende Habilidad por minerales,
TUTO_003,「크고 아름다운 미사일」을 배울 시간이다,Time to learn 「Big Beautiful Missile」,Time to learn 「Big Beautiful Missile」,「大きく美しいミサイル」を学ぶ時間である,时间学习「大美女导弹」,時間學習「大美女導彈」,Tiempo para aprender 「hermosa grande del misil」,Tiempo para aprender 「Misil gran y hermoso」,
TUTO_004,이 미사일 한방이면 모든걸 쓸어버릴 수 있다,This one can wipe out almost everything,This one can wipe out almost everything,このミサイル一発であれば、すべてを消してしまうことがある,这一个可以消灭几乎所有的东西,這一個可以消滅幾乎所有的東西,Éste puede acabar con casi todo,Éste puede acabar Casi Todo,
TUTO_005,알아서 공격하는 마린을 고용해보자,Let's hire some marines to do dirty work,Let's hire some marines to do dirty work,世話を攻撃するマリンを採用してみよう,让我们聘请一些海军陆战队员做脏活,讓我們聘請一些海軍陸戰隊員做臟活,Vamos a contratar a algunos marines a hacer el trabajo sucio,Vamos a contratar a algunos marines que hacen el trabajo sucio,
TUTO_006,화면을 터치해 몬스터를 소환하는 포탈을 제거하라!,Touch screen to destroy demon-summoning portal!,Touch screen to destroy demon-summoning portal!,画面をタッチしてモンスターを召喚するポータルを取り除け!,触摸屏摧毁恶魔召唤门户！,觸摸屏摧毀惡魔召喚門戶！,Pantalla táctil para destruir el portal de demonios invocando!,Pantalla táctil para destruir el portal de demonios invocando!,
TUTO_007,또 다른 동료를 영입하자,Time to hire more,Time to hire more,別の仲間を迎え入れましょう,时间雇佣更多,時間僱傭更多,El momento de contratar más,Tiempo para contratar más,
TUTO_008,「 거미전차 」 를 영입하고 화력을 키우자,Hire 「 Spider tank 」 for more firepower,Hire 「 Spider tank 」 for more firepower,「蜘蛛戦車」を迎え入れて火力を育てよう,聘请「蜘蛛坦克」更多的火力,聘請「蜘蛛坦克」更多的火力,Contratar 「tanque araña」 para obtener más potencia de fuego,Contrata「tanque araña」 para obtener más potencia de fuego,
TUTO_009,던전? 던전을 박살낼 시간이다,Dungeon? Time to Destroy Dungeon,Dungeon? Time to Destroy Dungeon,ダンジョン？ダンジョンを粉砕時間である,地下城？时间摧毁地下城,地下城？時間摧毀地下城,¿Mazmorra? Tiempo para destruir Mazmorra,¿Mazmorra? Tiempo para destruir Mazmorra,
TUTO_010,「 인간 포식자 」 가 있는 던전에 방문해주자,Knock the door where 「 Man Eater 」 is,Knock the door where 「 Man Eater 」 is,「人間の捕食者」がいるダンジョンに訪問ランナー,敲门其中「食人」是,敲門其中「食人」是,"Golpear la puerta, donde 「del comedor del hombre」 es","Visita a la puerta, donde está 「comedor del hombre」",
TUTO_011,「 열쇠 」 를 사용해서 입장하자,Use 「 Key 」 to enter,Use 「 Key 」 to enter,「鍵」を使用して入場しよう,使用「关键」进入,使用「關鍵」進入,Utilice 「clave」 para entrar,Utilice 「clave」 para entrar,
TUTO_012,새로운 미사일을 장착해보자!,Let's try new Missile!,Let's try new Missile!,新しいミサイルを装着してみよう！,让我们尝试新的导弹！,讓我們嘗試新的導彈！,Vamos a tratar de nuevo misil!,Vamos a tratar de misil nuevo!,
TUTO_013,장착할 미사일을 선택하라,Select Missile you want to equip,Select Missile you want to equip,装着するミサイルを選択してください,选择导弹要装备,選擇導彈要裝備,Seleccionar misiles desea equipar,Selecciona cual misil que quiere equipar,
TUTO_014,미사일은「 3개까지 장착 」할 수 있다,You can equip maxium 3 Missiles,You can equip maxium 3 Missiles,ミサイルは「3個まで装着」することができる,你可以装备最大信号3枚导弹,你可以裝備最大信號3枚導彈,Puede equipar maxium 3 misiles,Puede equipar 3 misiles a lo sumo,
TUTO_015,자동으로 미사일을 쏴주는 약을 빨아보자,This 「 Auto Fire 」 Junkie might help,This 「 Auto Fire 」 Junkie might help,自動的にミサイルをスァジュはブースターを書いてみよう,这「自动消防」吸毒者可能有帮助,這「自動消防」吸毒者可能有幫助,Este 「automática de incendios」 del drogadicto podría ayudar,Este 「incendido automático」te ayudaría,
TUTO_016,악마들이 너무 강한 경우\n 「 드랍포트 」가 도움이 될 것이다.,"If Demons are too strong,\n 「 Dropport 」 will help you","If Demons are too strong,\n 「 Dropport 」 will help you",悪魔が強すぎる場合は、\n「ドロップポート」が助けになるだろう。,如果魔鬼是太强大了，\n「撤销端口」会帮助你,如果魔鬼是太強大了，\n「撤銷端口」會幫助你,"Si demonios son demasiado fuertes, \n 「Dropport」 le ayudarán","Si demonios son demasiado fuertes,\n 「Dropport」 le ayudará",
TUTO_017,드랍포트를 쓰면 「 가스 」 를 획득 할 수 있다,Use Dropport to gain 「 Gas 」,Use Dropport to gain 「 Gas 」,ドロップポートを使えば、「ガス」を獲得することができる,使用撤销端口获得「气」,使用撤銷端口獲得「氣」,Utilice Dropport para ganar 「Gas」,Utilice Dropport para ganar 「Gas」,
TUTO_018,획득한 가스로 유물을 만들어보자!,Spend some Gas to create Artifact!,Spend some Gas to create Relic!,獲得したガスで遺物を作ってみよう！,花一些天然气创造文物！,花一些天然氣創造文物！,Pasa algún gas para crear Relic!,Utilizar algún gas para crear reliquia!,
,,,,,,,,,
NEED_POINT,건물포인트가 부족하다,Not Enough Building,Not Enough Building,建物のポイントが不足している,没有足够的大厦,沒有足夠的大廈,No hay suficiente Edificio,No hay suficiente Edificio punto,
Equip,장착,Equip,Equip,装着,装备,裝備,Equipar,Equipar,
GETREWARD,보상획득,Collect,Collect,補償獲得,搜集,蒐集,Recoger,Recoger,
REWARD_GET,보상획득,Collect,Collect,補償獲得,搜集,蒐集,Recoger,Recoger,
DPS,DPS,DPS,DPS,DPS,DPS,DPS,DPS,DPS,
Promote,유닛진급,Promotion,Promotion,ユニット進級,提升,提升,Promoción,Promoción,
GASFACTORY,가스융합실,Gas Converter,Gas Converter,ガス融合室,气转换,氣轉換,Convertidor de gas,Convertidor de gas,
EQUIP_ING,장착중,Equipped,Equipped,装着中,装备,裝備,Equipado,Equipado,
GET_ARTIFACT,유물 획득!,Artifact Created!,Artifact Created!,遺物獲得！,神器创建！,神器創建！,Creado artefacto!,Ganado Reliquia!,
PLUS_SUIT,슈트 제공,SUIT Provided,SUIT Provided,Plus スーツ,SUIT提供,SUIT提供,Siempre SUIT,"""+ SUIT proporcionado""",
NO_MEMBER,아직 영입되지 않음,Not Hired yet,Not Hired yet,まだ加入されていない,未被聘用还,未被聘用還,No Contratado todavía,No Contratado todavía,
BUILDING_POINT,시설포인트,Building Point,Building Point,施設のポイント,建设点,建設點,edificio Point,edificio Punto,
GAS_CHECK,획득량 확인,Check amount,Check amount,獲得量を確認,取适量,取適量,cantidad del cheque,Cheque\nde la cantidad,
,,,,,,,,,
BOUNTY_UI,디아블로 사냥꾼,Bounty,Bounty,ディアブロハンター,赏金,賞金,Generosidad,Generosidad,
BOUNTY_WORD_INTRO,디아블로를 빠르게 처치하고 높은 등급의 보상을 획득하세요.\n재도전을 하려면 드랍포트를 사용해야 합니다.,Artifact Created!,Kill Diablo fast to claim better rewards.\nUse Dropport to restart bounty timer.,ディアブロを迅速に倒して、高評価の補償を獲得します。\n再挑戦をするには、ドロップポートを使用する必要があります。,杀暗黑快权利要求更好的回报。\n使用撤销端口重新启动赏金计时器。,殺暗黑快權利要求更好的回報。 \n使用撤銷端口重新啟動賞金計時器。,Matar a Diablo rápido para reclamar una mejor recompensa. \nUsa Dropport para reiniciar el temporizador de recompensas.,Matar a Diablo rápido para reclamar una mejor recompensa. \nUsa Dropport para reiniciar el temporizador de recompensas.,
BOUNTY_WORD_DIABLO,번째 디아블로,Diablo,Diablo,第ディアブロ,暗黑破坏神,暗黑破壞神,Diablo,Diablo,
BOUNTY_WORD_TIMER,진행 시간,Time Spent,Time Spent,進行時間,所花费的时间,所花費的時間,Tiempo usado,Tiempo usado,
BOUNTY_BTN_RESTART,재도전,Restart,Restart,再挑戦,重新开始,重新開始,Reiniciar,Reiniciar,
,,,,,,,,,
DUNGEON_WORD_1,해당 건물의 레벨이 증가한다.,Increase Building Level.,Increase Building Level.,その建物のレベルが増加する。,提高建设水平。,提高建設水平。,Aumentar el nivel de construcción.,Aumentar el nivel de construcción.,
DUNGEON_WORD_2,미사일이나 유닛을 영구적으로 강화하는데 사용되는 광물,Ore that permanently upgrade missile or unit.,Ore that permanently upgrade missile or unit.,ミサイルやユニットを永久的に強化するために使用される鉱物,矿石永久升级导弹或单位。,礦石永久升級導彈或單位。,Ore que actualizar permanentemente misil o unidad.,Ore que actualizar permanentemente misil o unidad.,
DUNGEON_BTN_CLAIM,모두 수령하기,Claim All,Claim All,すべて受領する,要求各,要求各,Todo reclamar,Todo reclamar,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
MISSILE_CHANGE,교체할 미사일을 선택해주세요,Select missile to change,Select Missile to Change,交代するミサイルを選択!,选择导弹更改,選擇導彈更改,Seleccionar misiles para cambiar,,
GAMEOVER_MSG,WASTED!,WASTED!,WASTED!,WASTED！,浪费了！,浪費了！,¡VANO!,¡VANO!,
DROPPORT_MSG,I will be back,I will be back,I will be back,I will be back,我会回来的,我會回來的,Volveré,Volveré,
,,,,,,,,,
PUSH_REWARD,접속으로 인한 추가보상 획득!,Get Bonus reward for Login!,Get Bonus reward for Login!,接続による追加報酬獲得！,获得奖励的奖励登录！,獲得獎勵的獎勵登錄！,Obtener recompensa Bonificación por sesión!,Obtener recompensa Bonificación por sesión!,
PUSH_000,게임을 방치해둔 동안 마린들이 미네랄을 수집했다!,While you were outside Marines harvested Minerals,While you were outside Marines harvested Minerals,ゲームを放置しておいた中マリンがミネラルを収集した！,当你在外面海军陆战队收获矿产,當你在外面海軍陸戰隊收穫礦產,Mientras estabas fuera marines cosecharon Minerales,Mientras estabas fuera marines cosecharon Minerales,
PUSH_001,지금 접속하면 귀한 감염된 상자 지급!,Login to collect Infected Chest!,Login to collect Infected Chest!,今接続すると貴重な感染箱支給！,登录收集受感染的胸部！,登錄收集受感染的胸部！,Inicia sesión para recolectar el pecho infectado!,Inicia sesión para recolectar el pecho infectado!,
PUSH_002,지금 접속하면 미사일이 가득한 뼈 상자 지급!,Login to collect Bone Chest including Missile Bundle!,Login to collect Bone Chest including Missile Bundle!,今接続するミサイルがいっぱいの骨箱支給！,登录收集骨胸包括导弹捆绑！,登錄收集骨胸包括導彈捆綁！,Inicia sesión para recoger hueso del pecho incluyendo misiles Bundle!,Inicia sesión para recoger hueso del pecho incluyendo misiles Bundle!,
PUSH_003,지금 접속하면 고오급 미사일이 들어있는 랜덤상자 지급!,Login to collect Random Chest including Rare Missiles!,Login to collect Random Chest including Rare Missiles!,今接続するとオグプミサイルが含まれているランダムボックス支給！,登录收集随机宝箱包括罕见导弹！,登錄收集隨機寶箱包括罕見導彈！,Inicia sesión para recoger al azar pecho incluyendo misiles rara!,Inicia sesión para recoger al azar pecho incluyendo misiles rara!,
,,,,,,,,,
BUILDING_NAME_000,모든 건물 레벨업,ALL Building LVUP,ALL Building Level Up,すべての建物のレベルアップ,所有建筑等级最高,所有建築等級最高,Todos los edificios Level Up,Todos los edificios Level Up,
BUILDING_UP_WORD,해당 건물의 LV을 올려준다,Level up current building,Level up current building,その建物のLVを上げてくれる,水平最高目前的建筑,水平最高目前的建築,Subir de nivel actual edificio,Subir de nivel actual edificio,
BUILDING_ALLUP_WORD,모든 건물의 LV을 올려준다,Level up ALL building,Level up ALL building,すべての建物のLVを上げてくれる,级别的所有建筑,級別的所有建築,Subir de nivel a todos los edificios,Subir de nivel a todos los edificios,
